ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR008419	family	Benyvirus p25/p26
IPR008420	family	Borrelia membrane P13
IPR008421	family	Borrelia lipoprotein paralogus family 54/60
IPR008423	family	P21 molecular chaperone, Bacillus thuringiensis
IPR008425	family	Cyclin-dependent kinase inhibitor 3
IPR008428	family	Chondroitin N-acetylgalactosaminyltransferase
IPR008429	family	Cleft lip and palate transmembrane 1
IPR008431	family	Cyclic nucleotide phosphodiesterase
IPR008432	family	Cytochrome c oxidase subunit 5c
IPR008433	family	Cytochrome C oxidase, subunit VIIB
IPR008434	family	Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase
IPR008435	family	Corticotropin-releasing factor-binding protein
IPR008436	family	Chlamydia 15kDa cysteine-rich outer membrane
IPR008437	family	Minor structural protein, calicivirus
IPR008438	family	Myozenin
IPR008439	family	Campylobacter major outer membrane
IPR008441	family	Capsular polysaccharide synthesis protein
IPR008444	family	Chlamydia virulence plasmid protein pGP3
IPR008445	family	Core protein A15
IPR008446	family	Chordopoxvirus G2
IPR008447	family	Protein L2
IPR008448	family	DNA-directed RNA polymerase, 7kDa polypeptide, chordopoxviral
IPR008449	family	Chorion S36/S38
IPR008450	family	Chorion S16
IPR008451	family	Chromadorea ALT
IPR008452	family	Citrus tristeza virus P18
IPR008453	family	Clavanin
IPR008455	family	HssA/B family related
IPR008458	family	Coronavirus gene 5
IPR008461	family	Lycopene cyclase
IPR008463	family	Transcriptional regulator CtsR
IPR008464	family	Cypovirus polyhedrin, Cypovirus 1 type
IPR008466	family	Protein phosphatase inhibitor 1
IPR008467	family	Dynein 1 light intermediate chain
IPR008469	family	DREPP family
IPR008470	family	Uncharacterised protein family Ycf33
IPR008473	family	Putative 3TM holin, Phage holin 3
IPR008474	family	Protein of unknown function DUF755
IPR008476	family	Protein PBDC1, metazoa/fungi
IPR008477	family	Tumor necrosis factor alpha-induced protein 8-like
IPR008478	family	Protein of unknown function DUF759, Borrelia species
IPR008479	family	Protein of unknown function DUF760
IPR008480	family	Protein of unknown function DUF761, plant
IPR008481	family	Protein of unknown function DUF762, Coxiella burnetii
IPR008482	family	Protein of unknown function DUF763
IPR008483	family	Protein of unknown function DUF764, Borrelia species
IPR008484	family	Circovirus Orf6
IPR008485	family	JNK1/MAPK8-associated membrane protein
IPR008486	family	Protein of unknown function DUF768
IPR008487	family	Protein of unknown function DUF769
IPR008489	family	Protein of unknown function DUF771
IPR008491	family	CDK5 regulatory subunit-associated protein 3
IPR008492	family	Protein of unknown function DUF774
IPR008494	family	Protein of unknown function DUF776
IPR008495	family	Protein of unknown function DUF777, Borrelia species
IPR008496	family	TMEM222/RTE1
IPR008497	family	Protein of unknown function DUF779
IPR008498	family	Protein of unknown function DUF780, Caenorhabditis species
IPR008499	family	Leg1
IPR008500	family	Circovirus Orf3
IPR008501	family	THO complex subunit 7/Mft1
IPR008504	family	ER membrane protein complex subunit 6
IPR008505	family	Protein of unknown function DUF787
IPR008506	family	SRP-independent targeting protein 2/TMEM208
IPR008507	family	Protein of unknown function DUF789
IPR008508	family	Protein of unknown function DUF790, endonuclease-like
IPR008509	family	Molybdate-anion transporter
IPR008510	family	Protein of unknown function DUF792, Borrelia species
IPR008511	family	Protein BYPASS-related
IPR008513	family	tRNA(Met) cytidine acetate ligase
IPR008514	family	Type VI secretion system effector Hcp
IPR008515	family	Ubiquitin-like, Pup
IPR008516	family	Na,K-Atpase Interacting protein
IPR008517	family	Protein of unknown function DUF799
IPR008518	family	Mff/Tango-11
IPR008521	family	Magnesium transporter NIPA
IPR008523	family	Protein of unknown function DUF805
IPR008524	family	Protein of unknown function DUF806
IPR008525	family	Protein of unknown function DUF807, Coxiella burnetii
IPR008526	family	Inner membrane protein YedI
IPR008527	family	Protein of unknown function DUF809
IPR008528	family	Protein unc-13 homologue
IPR008530	family	Coiled-coil domain-containing protein 22
IPR008534	family	Baculovirus protein of unknown function DUF816
IPR008535	family	Protein of unknown function DUF817
IPR008536	family	Protein of unknown function DUF818
IPR008537	family	Protein of unknown function DUF819
IPR008543	family	Uncharacterised protein family Ycf2
IPR008544	family	Protein of unknown function DUF826
IPR008545	family	WEB family
IPR008547	family	Protein of unknown function DUF829, TMEM53
IPR008550	family	Herpesvirus tegument protein BRRF2-like
IPR008551	family	Transport and Golgi organisation protein 2
IPR008554	family	Glutaredoxin-like
IPR008555	family	SIKE family
IPR008557	family	Protein of unknown function DUF839
IPR008558	family	Lagovirus RHDV, Vp2
IPR008559	family	Calcium load-activated calcium channel
IPR008560	family	Protein of unknown function DUF842, eukaryotic
IPR008561	family	Protein Ac76, baculovirus
IPR008562	family	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf101
IPR008563	family	Protein AC81, baculovirus
IPR008564	family	Golgi apparatus membrane protein TVP23-like
IPR008565	family	Protein of unknown function DUF847
IPR008566	family	Gammaherpesvirus protein of unknown function DUF848
IPR008567	family	3-keto-5-aminohexanoate cleavage enzyme
IPR008568	family	ER membrane protein complex subunit 3
IPR008569	family	Protein of unknown function DUF851
IPR008570	family	ESCRT-II complex, Vps25 subunit
IPR008571	family	Helicase HerA-like
IPR008573	family	Baculovirus U-box/Ring-like
IPR008574	family	Protein of unknown function DUF856, Caenorhabditis species
IPR008576	family	Alpha-N-methyltransferase NTM1
IPR008577	family	Putative viral structural protein (DUF859)
IPR008581	family	Protein of unknown function DUF863, plant
IPR008584	family	CXXC motif containing zinc binding protein, eukaryotic
IPR008585	family	Poly-gamma-glutamate hydrolase
IPR008586	family	Protein of unknown function DUF868, plant
IPR008587	family	Filament-like plant protein
IPR008588	family	Protein of unknown function DUF870, Caenorhabditis species
IPR008589	family	Protein of unknown function DUF871, prokaryotic
IPR008590	family	Protein of unknown function DUF872, transmembrane
IPR008591	family	GINS complex subunit Sld5
IPR008592	family	Protein of unknown function DUF874
IPR008593	family	DNA N-6-adenine-methyltransferase
IPR008594	family	Scavenger mRNA decapping enzyme DcpS/DCS2
IPR008596	family	Accessory protein p30II
IPR008597	family	Invertebrate-type lysozyme
IPR008601	family	Cell-cell adhesion
IPR008602	family	Duffy-antigen binding
IPR008603	family	Dynactin subunit 4
IPR008604	family	Microtubule-associated protein 7 family
IPR008605	family	Extracellular matrix protein 1
IPR008606	family	Eukaryotic translation initiation factor 4E binding
IPR008608	family	Ectropic viral integration site 2A protein
IPR008609	family	Ebola nucleoprotein
IPR008610	family	Eukaryotic rRNA processing
IPR008611	family	Protein EaeB
IPR008612	family	Mating pheromone, Euplotes octocarinatus
IPR008614	family	Acidic fibroblast growth factor intracellular-binding protein
IPR008617	family	Uncharacterised protein family, YcgJ
IPR008618	family	Protein S10
IPR008620	family	Nitrogen fixation protein FixH
IPR008621	family	Cbb3-type cytochrome oxidase component
IPR008622	family	Flagellar protein FliT
IPR008625	family	GAGE family
IPR008626	family	Mediator complex, subunit Med15, fungi
IPR008628	family	Golgi phosphoprotein 3-like
IPR008630	family	Glycosyltransferase 34
IPR008631	family	Glycogen synthase
IPR008632	family	Nematode fatty acid retinoid binding
IPR008633	family	Protein GvpH
IPR008634	family	Gas vesicle protein GvpO
IPR008636	family	Hook protein family
IPR008637	family	HR-like lesion-inducer
IPR008639	family	Gas vesicle protein GvpC, halobacteria
IPR008642	family	Herpesvirus BLRF2
IPR008644	family	Human herpesvirus U15
IPR008645	family	Roseolovirus glycoprotein U47
IPR008648	family	Herpesvirus ICP27-like
IPR008649	family	Herpesvirus UL82/UL83
IPR008651	family	Uncharacterised protein family HicB
IPR008652	family	Adenovirus type 2, E3A glycoprotein
IPR008653	family	Immediate early response
IPR008655	family	Helicobacter pylori IceA2
IPR008656	family	Inositol-tetrakisphosphate 1-kinase
IPR008657	family	Jumping translocation breakpoint
IPR008658	family	Kinesin-associated protein 3
IPR008660	family	Fibroin light chain
IPR008661	family	L6 membrane
IPR008662	family	Lamina-associated polypeptide 1C
IPR008663	family	Leukocyte cell-derived chemotaxin 2
IPR008668	family	Virion infectivity factor, Lentivirus
IPR008670	family	Long-chain-fatty-acyl-CoA reductase, LuxC
IPR008672	family	Spindle assembly checkpoint component Mad1
IPR008673	family	Microfibril-associated glycoprotein
IPR008676	family	MRG
IPR008677	family	MRVI1
IPR008680	family	Mastadenovirus early E4 13kDa
IPR008681	family	Negative regulator of genetic competence, MecA
IPR008685	family	Centromere protein Mis12
IPR008686	family	RNA-dependent RNA polymerase, mitoviral
IPR008688	family	ATP synthase, F0 complex, subunit B/MI25
IPR008689	family	ATP synthase, F0 complex, subunit D, mitochondrial
IPR008690	family	Tetrahydromethanopterin S-methyltransferase subunit B
IPR008691	family	19kDa lipoprotein antigen
IPR008693	family	Transport accessory protein  MmpS
IPR008698	family	NADH:ubiquinone oxidoreductase, B18 subunit
IPR008699	family	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8
IPR008701	family	Necrosis inducing protein
IPR008702	family	Nucleopolyhedrovirus P10
IPR008703	family	Na(+)-translocating NADH-quinone reductase subunit A
IPR008705	family	Nanos/Xcat2
IPR008706	family	Nanovirus component 8
IPR008708	family	TspB virulence factor
IPR008709	family	Neurochondrin
IPR008710	family	Nicastrin
IPR008711	family	Recombinase NinB
IPR008712	family	NinF
IPR008713	family	Bacteriophage lambda NinG
IPR008715	family	SAM-dependent methyltransferase, NodS-related
IPR008716	family	Nodulation protein Z
IPR008717	family	Noggin
IPR008718	family	NolX
IPR008719	family	Nitrous oxide reductase accessory protein NosL
IPR008720	family	Viral hemorrhagic septicemia virus non-virion
IPR008721	family	Origin recognition complex, subunit 6
IPR008723	family	RNA-dependent RNA polymerase, orbiviral
IPR008724	family	Orthopoxvirus C1
IPR008725	family	Orthopoxvirus F7
IPR008726	family	Poxvirus F8
IPR008728	family	Elongator complex protein 4
IPR008729	family	Phenolic acid decarboxylase
IPR008730	family	Pheromone biosynthesis activating neuropeptide
IPR008732	family	Protein Pet122
IPR008733	family	Peroxisomal biogenesis factor 11
IPR008734	family	Phosphorylase kinase alpha/beta subunit
IPR008735	family	Beta-microseminoprotein
IPR008736	family	Papillomavirus E5A, alphapapillomavirus
IPR008748	family	Hepatitis E virus, cysteine peptidase
IPR008750	family	Staphopain peptidase C47
IPR008758	family	Peptidase S28
IPR008760	family	Equine arteritis virus peptidase S32
IPR008761	family	Peptidase S37, tripeptidyl aminopeptidase
IPR008764	family	Peptidase U57, YabG
IPR008765	family	Bacteriophage T2, Frd3
IPR008766	family	Replication gene A protein
IPR008767	family	Bacteriophage SPP1, head-tail adaptor
IPR008768	family	Bacteriophage T7 capsid assembly
IPR008769	family	Poly granule associated
IPR008770	family	DNA terminal protein Gp3
IPR008771	family	Phi-29-like late genes activator
IPR008772	family	Bacterial phosphonate metabolism, PhnH
IPR008773	family	Phosphonate metabolism protein PhnI
IPR008775	family	Phytanoyl-CoA dioxygenase
IPR008776	family	Phytoreovirus Pns9Pns10
IPR008777	family	Phytoreovirus Pns1011
IPR008779	family	Plasmodium histidine-rich
IPR008780	family	Plasmodium vivax Vir
IPR008781	family	Pneumovirinae attachment membrane glycoprotein G
IPR008784	family	Podovirus DNA packaging protein
IPR008785	family	Poxvirus A14, virion envelope
IPR008786	family	Poxvirus A31
IPR008787	family	Poxvirus G7-like
IPR008789	family	Poxvirus intermediate transcription factor
IPR008790	family	Poxvirus serine/threonine kinase
IPR008791	family	Orthopoxvirus interleukin 18 binding
IPR008792	family	Coenzyme PQQ synthesis protein D
IPR008794	family	Proline racemase family
IPR008795	family	Prominin
IPR008796	family	Photosystem I reaction centre subunit N, chloroplastic
IPR008797	family	Oxygen-evolving enhancer protein 3
IPR008798	family	Avirulence B/C
IPR008799	family	Pseudomonas avirulence D
IPR008800	family	PufQ cytochrome subunit
IPR008801	family	Rapid ALkalinization Factor
IPR008802	family	Rubber elongation factor
IPR008803	family	RHD3/Sey1
IPR008805	family	RIB43A
IPR008807	family	ROSMUCR transcriptional regulator
IPR008810	family	Rhodococcus equi virulence-associated protein
IPR008811	family	Glycosyl hydrolases 36
IPR008812	family	GTP-binding nuclear protein Ran-related
IPR008814	family	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1
IPR008818	family	Rotavirus major outer capsid VP7
IPR008819	family	Rubella capsid
IPR008820	family	Rubella membrane glycoprotein E1
IPR008822	family	Holliday junction resolvase RusA-like
IPR008826	family	Selenium-binding protein
IPR008827	family	Synaptonemal complex protein 1
IPR008829	family	SepSecS/SepCysS family
IPR008831	family	Mediator complex, subunit Med31
IPR008832	family	Signal recognition particle, SRP9 subunit
IPR008833	family	Surfeit locus protein 2
IPR008834	family	Salmonella plasmid virulence SpvD
IPR008835	family	Sclerostin/Sclerostin domain-containing protein 1
IPR008836	family	Semenogelin
IPR008837	family	Serendipity locus alpha
IPR008838	family	Variable surface protein, Brachyspira
IPR008839	family	Mitochondrial distribution and morphology family 33, fungi
IPR008840	family	Siphovirus Gp157
IPR008841	family	Siphovirus-type tail component
IPR008843	family	Entomopoxvirus spheroidin
IPR008844	family	Spore germination GerAC
IPR008845	family	Sporozoite P67 surface antigen
IPR008846	family	Staphylococcal hemolytic protein family
IPR008848	family	Plasmid regulator, Sulfolobaceae
IPR008849	family	Synaphin
IPR008851	family	Transcription initiation factor IIF, alpha subunit
IPR008853	family	TMEM9
IPR008854	family	TPMT family
IPR008855	family	Translocon-associated
IPR008856	family	Translocon-associated protein subunit beta
IPR008857	family	Thyrotropin-releasing hormone
IPR008860	family	Taeniidae antigen
IPR008861	family	Phage Tail Protein X-like
IPR008862	family	T-complex 11
IPR008863	family	Toxic anion resistance
IPR008864	family	Nucleocapsid, Tenuivirus
IPR008865	family	DNA replication terminus site-binding protein
IPR008866	family	Bacteriophage lambda, GpA
IPR008867	family	Thiazole synthase
IPR008868	family	Bacterial TniB
IPR008869	family	Toluene tolerance Ttg2/phospholipid-binding protein MlaC
IPR008871	family	Totivirus coat
IPR008873	family	TraA
IPR008874	family	Enterobacterial TraT complement resistance
IPR008875	family	TraX
IPR008876	family	Relaxosome protein TraY
IPR008878	family	Transposase IS66, Orf2
IPR008879	family	Coat protein, trichovirus/vitivirus
IPR008882	family	Procyclic acidic repetitive
IPR008884	family	Macrocin-O-methyltransferase
IPR008886	family	Uncharacterised protein family UPF0227/Esterase YqiA
IPR008887	family	Uncharacterised protein family UPF0228
IPR008890	family	Vibrio cholerae RfbT
IPR008891	family	Viral nucleic acid binding
IPR008892	family	Cold-regulated 413 protein
IPR008895	family	Vps72/YL1 family
IPR008896	family	Protein TIC214
IPR008897	family	Yeast trans-acting factor
IPR008898	family	YopD-like
IPR008901	family	Alkaline ceramidase
IPR008903	family	Hemagglutinin component HA-17
IPR008907	family	P25-alpha
IPR008908	family	Sarcoglycan alpha/epsilon
IPR008911	family	Short scorpion toxin, potassium channel inhibitor alpha-KTx 8/9
IPR008912	family	Uncharacterised protein family CoxE-like
IPR008914	family	Phosphatidylethanolamine-binding protein
IPR008937	family	Ras-like guanine nucleotide exchange factor
IPR008944	family	Bacteriophage T4, Gp59, helicase assembly protein
IPR008986	family	EV matrix protein
IPR008987	family	Baseplate structural protein Gp9/Gp10
IPR009049	family	Argininosuccinate lyase
IPR009052	family	DNA polymerase III-theta, bacterial
IPR009064	family	Pheromone, protozoan
IPR009077	family	Proteasome activator PA28
IPR009092	family	Telokin-like protein, Tlp20, baculovirus
IPR009099	family	Beta-lactamase-inhibitor protein BLIP
IPR009103	family	Olfactory marker protein
IPR009104	family	Sea anemone actinoporin-like
IPR009106	family	CART satiety factor
IPR009112	family	GTP cyclohydrolase I, feedback regulatory protein
IPR009113	family	Outer capsid protein Mu1/VP4
IPR009114	family	Angiomotin
IPR009115	family	Annexin A8
IPR009116	family	Annexin A9
IPR009117	family	Annexin A14,  fungal
IPR009118	family	Annexin D, plant
IPR009119	family	Beta-secretase BACE
IPR009120	family	Beta-secretase BACE1
IPR009121	family	Beta-secretase BACE2
IPR009122	family	Desmosomal cadherin
IPR009123	family	Desmoglein
IPR009125	family	ATP synthase membrane subunit DAPIT
IPR009126	family	Cholecystokinin receptor
IPR009132	family	Trace amine associated receptor family
IPR009133	family	Trace amine associated receptor 1
IPR009135	family	Vascular endothelial growth factor receptor 1 (VEGFR1)
IPR009136	family	Vascular endothelial growth factor receptor 2 (VEGFR2)
IPR009137	family	Vascular endothelial growth factor receptor 3 (VEGFR3)
IPR009138	family	Neural cell adhesion
IPR009139	family	Wnt-1 protein
IPR009140	family	Wnt-2 protein
IPR009141	family	Wnt-3 protein
IPR009142	family	Wnt-4 protein
IPR009143	family	Wnt-6 protein
IPR009145	family	U2 auxiliary factor small subunit
IPR009146	family	Groucho/transducin-like enhancer
IPR009147	family	Cystic fibrosis transmembrane conductance regulator
IPR009148	family	Streptococcal non-M secreted SibA
IPR009150	family	Neuropeptide B/W receptor family
IPR009152	family	Cytochrome bc1 complex, cytochrome c subunit
IPR009153	family	Cytochrome cL
IPR009154	family	Membrane-bound tetrahaem cytochrome TorC/YecK
IPR009155	family	Cytochrome b562
IPR009157	family	Ferredoxin zinc-binding
IPR009158	family	Glycerol-3-phosphate dehydrogenase, GlpB subunit
IPR009159	family	Dihydrofolate reductase, type II
IPR009160	family	Acyl-CoA desaturase, haem/steroid binding domain-containing
IPR009161	family	ATP-dependent 6-phosphofructokinase, eukaryotic-type
IPR009162	family	RNA polymerase, 30kDa subunit, chordopox-type
IPR009163	family	ATP adenylyltransferase
IPR009164	family	Fructose-1,6-bisphosphatase class 3
IPR009165	family	S-adenosylmethionine decarboxylase, bacterial
IPR009166	family	Annexin A13
IPR009167	family	Erythropoietin receptor
IPR009168	family	Insulin-like growth factor binding protein
IPR009169	family	Calreticulin
IPR009170	family	Predicted retinoblastoma binding protein (RIZ)
IPR009172	family	Orthopoxvirus C13
IPR009173	family	Chemokine-binding protein, viral
IPR009174	family	Orthopoxvirus K7
IPR009175	family	Poxvirus I2
IPR009176	family	Vaccinia virus, B7/C8
IPR009177	family	Orthopoxvirus C5
IPR009179	family	Protein E3
IPR009181	family	Uncharacterised conserved protein UCP004929, methanogenesis
IPR009183	family	Uncharacterised conserved protein UCP004962
IPR009185	family	Predicted nucleotidyltransferase
IPR009186	family	Predicted nickel metalloenzyme maturation factor, AIR synthase-related
IPR009187	family	Non-homologous end joining protein Ku, prokaryotic type
IPR009188	family	[NiFe]-hydrogenase maturation factor, HypX/HoxX type
IPR009190	family	Protein of unknown function DUF1462
IPR009191	family	Diol dehydratase-reactivating factor alpha subunit
IPR009192	family	Diol/glycerol dehydratase reactivating factor, small subunit
IPR009193	family	Polyhedral organelle shell protein, EutL/PduB type
IPR009194	family	Adenosylcobalamin biosynthesis, ATP:cob(I)alamin adenosyltransferase, EutT-type
IPR009195	family	Uncharacterised protein family YjbK
IPR009197	family	Microcystin LR degradation protein MlrC
IPR009198	family	Uncharacterised conserved protein UCP014484, transmembrane
IPR009199	family	PhoPQ-activated pathogenicity-related protein, PqaA type
IPR009200	family	Protein of unknown function DUF1269, membrane associated
IPR009201	family	Virion core protein, vaccinia E11L type
IPR009203	family	Knr4/Smi1 family
IPR009205	family	Predicted archaeal flagellar protein C
IPR009206	family	Nucleotidase, putative
IPR009207	family	Histone methyltransferase, PBCV type putative
IPR009208	family	Mosquitocidal toxin
IPR009209	family	Epsilon toxin
IPR009210	family	Activating signal cointegrator 1 complex subunit 1
IPR009211	family	Type VI secretion system accessory component TagJ
IPR009212	family	Methylthioribose kinase
IPR009214	family	Protein of unknown function DUF1129
IPR009216	family	Virulence factor SrfB
IPR009218	family	Predicted HD phosphohydrolase
IPR009219	family	Bacteriophytochrome, CheY-like
IPR009220	family	Probable bifunctional tRNA threonylcarbamoyladenosine biosynthesis protein
IPR009221	family	Adenosylcobalamin biosynthesis, ATP:cob(I)alamin adenosyltransferase, bifunctional PduO
IPR009225	family	Bacteriophage head completion protein GpL
IPR009226	family	Penaeidin
IPR009227	family	Zea mays MURB-like
IPR009228	family	Capsid scaffolding protein GpO
IPR009229	family	Staphylococcal AgrD
IPR009230	family	ATP synthase protein 8, fungi
IPR009231	family	Chloride channel CLIC-like
IPR009233	family	Competence pheromone ComX, Bacillus-type
IPR009235	family	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf146
IPR009236	family	Chordopoxvirus A13L
IPR009237	family	Herpesvirus US2/US3
IPR009238	family	Chordopoxvirus A33R
IPR009239	family	Bacillus PapR
IPR009241	family	Toxin HigB-like
IPR009242	family	Protein of unknown function DUF896
IPR009244	family	Mediator complex, subunit Med7
IPR009245	family	Herpesvirus UL22A
IPR009246	family	Ethanolamine ammonia-lyase light chain
IPR009247	family	Chordopoxvirus A35R
IPR009248	family	SbmA/BacA-like
IPR009249	family	Ferredoxin-dependent bilin reductase
IPR009251	family	Alpha-2,3-sialyltransferase
IPR009252	family	Cell division protein ZapB
IPR009253	family	Protein of unknown function DUF905
IPR009256	family	Protein of unknown function DUF910
IPR009257	family	Chordopoxvirus A30L
IPR009258	family	Bacteriophage T4, Gp30.8
IPR009259	family	Drosophila roughex
IPR009260	family	CRISPR-associated exonuclease Csa1
IPR009261	family	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf78
IPR009262	family	Solute carrier family 35 member SLC35F1/F2/F6
IPR009264	family	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf57
IPR009265	family	Autographa californica nuclear polyhedrosis virus (AcMNPV), Orf29
IPR009266	family	Adenovirus E3
IPR009267	family	Putative nucleotidyltransferase
IPR009268	family	Reovirus P9-like
IPR009272	family	Protein of unknown function DUF929
IPR009273	family	Protein of unknown function DUF930
IPR009274	family	Host-nuclease inhibitor Gam
IPR009275	family	SepZ
IPR009278	family	Herpesvirus US9
IPR009279	family	Protein of unknown function DUF935
IPR009280	family	Orthopoxvirus F14
IPR009281	family	Transmembrane protein 176A/B
IPR009282	family	Protein of unknown function DUF937
IPR009283	family	Apyrase
IPR009284	family	Cytomegalovirus TRL10
IPR009285	family	Orthopoxvirus A26L/A30L
IPR009286	family	Inositol-pentakisphosphate 2-kinase
IPR009287	family	Transcription initiation Spt4
IPR009289	family	Baculoviridae 8.2kDa
IPR009290	family	Radial spoke 3
IPR009291	family	Vacuolar protein sorting-associated protein 62
IPR009292	family	rRNA biogenesis protein RRP36
IPR009293	family	Uncharacterised protein family UPF0478
IPR009294	family	Gamma-secretase subunit Aph-1
IPR009295	family	Uracil DNA glycosylase inhibitor
IPR009296	family	Protein of unknown function DUF951
IPR009297	family	Protein of unknown function DUF952
IPR009299	family	Gammaherpesvirus capsid
IPR009300	family	Transcription activator RinB
IPR009301	family	Protein of unknown function DUF957
IPR009303	family	Protein of unknown function DUF960
IPR009304	family	Herpesvirus Latent membrane 2
IPR009305	family	2-hydroxy-palmitic acid dioxygenase Mpo1-like
IPR009307	family	Ethanolamine utilisation EutS
IPR009308	family	Rhamnose isomerase
IPR009309	family	IreB regulatory phosphoprotein
IPR009310	family	BphX-like
IPR009311	family	Interferon alpha-inducible protein IFI6/IFI27-like
IPR009312	family	Minor tail protein U-like
IPR009313	family	Baculovirus 11kDa
IPR009314	family	Coronavirus nonstructural NS1
IPR009315	family	Phosphate-starvation-induced PsiE
IPR009316	family	COG complex component, COG2
IPR009317	family	ChaB
IPR009318	family	Gustatory receptor
IPR009319	family	Bacteriophage A118, Gp4, minor capsid
IPR009320	family	Antitoxin CbeA
IPR009321	family	Protein of unknown function DUF973
IPR009323	family	Protein of unknown function DUF979
IPR009324	family	Protein of unknown function DUF981
IPR009325	family	Protein of unknown function DUF983
IPR009326	family	Protein of unknown function DUF984
IPR009328	family	Protein of unknown function DUF986
IPR009329	family	Protein of unknown function DUF987
IPR009330	family	Lipopolysaccharide core heptose(II) kinase
IPR009331	family	Oligogalacturonate-specific porin
IPR009332	family	Mediator of RNA polymerase II transcription subunit 22
IPR009333	family	Protein of unknown function DUF992
IPR009334	family	Protein of unknown function DUF993
IPR009335	family	Type III secretion system HrpE /V-type ATP synthase subunit E
IPR009337	family	Protein of unknown function DUF995
IPR009338	family	Protein of unknown function  Orf51
IPR009339	family	Protein of unknown function DUF998
IPR009340	family	Protein of unknown function DUF999
IPR009343	family	Protein of unknown function DUF1002
IPR009344	family	Borna disease virus G
IPR009345	family	BMP and activin membrane-bound inhibitor
IPR009346	family	GRIM-19
IPR009347	family	Rice tungro bacilliform virus P46
IPR009348	family	Nitrogen permease regulator 2
IPR009350	family	Minor tail T
IPR009351	family	Protein of unknown function DUF1006
IPR009353	family	Orthopoxvirus N1
IPR009354	family	Usg-like
IPR009355	family	Toluene-4-monooxygenase system B
IPR009356	family	NADH dehydrogenase subunit 4L
IPR009357	family	Solute carrier family 52, riboflavin transporter
IPR009359	family	Phenylacetic acid degradation B
IPR009360	family	Pre-mRNA-splicing factor Isy1
IPR009361	family	RZZ complex, subunit Zw10
IPR009363	family	Bacteriophage Mu, Gp16
IPR009365	family	Nucleopolyhedrovirus LEF-12
IPR009366	family	Protein Veg
IPR009367	family	Mitochondrial fission protein ELM1-like
IPR009368	family	Protein of unknown function DUF1024
IPR009369	family	Actinobacillus actinomycetemcomitans leukotoxin activator LktC
IPR009370	family	Protein of unknown function DUF1027
IPR009371	family	Type III secretion protein HrpF
IPR009372	family	Poxvirus virion membrane protein A14.5
IPR009373	family	Circovirus 2, Orf5
IPR009374	family	Eukaryotic translation initiation factor 3 subunit K
IPR009376	family	Protein of unknown function DUF1031
IPR009377	family	Ethanolamine utilisation EutA
IPR009379	family	VP1/VP3
IPR009380	family	Protein of unknown function DUF1036
IPR009381	family	Trehalose catabolism protein, ThuA, prokaryote
IPR009382	family	Coleoptericin
IPR009383	family	Protein of unknown function DUF1040
IPR009384	family	Swarming motility protein SwrD-like
IPR009385	family	Protein PsiB
IPR009386	family	Protein of unknown function DUF1043
IPR009387	family	Toxin HigB-2
IPR009388	family	Photosystem II PsbY
IPR009389	family	Protein of unknown function DUF1045
IPR009390	family	Macrodomain Ter protein, MatP
IPR009391	family	23S rRNA methylase leader peptide
IPR009392	family	Drosophila ACP53EA
IPR009394	family	DNA repair protein MmcB-like
IPR009395	family	Biogenesis of lysosome-related organelles complex 1 subunit 1
IPR009396	family	Pigment-dispersing hormone
IPR009397	family	Vesiculovirus matrix
IPR009400	family	TFIIH subunit TTDA/Tfb5
IPR009402	family	Orthopoxvirus A47
IPR009403	family	Protein of unknown function UPF0637
IPR009404	family	Coronavirus 5a
IPR009405	family	Vibrio cholerae toxin co-regulated pilus biosynthesis F
IPR009406	family	Protein of unknown function DUF1056
IPR009409	family	Protein of unknown function DUF1059
IPR009410	family	Allene oxide cyclase
IPR009412	family	Protein of unknown function DUF1062
IPR009413	family	Hemolysin, aegerolysin type
IPR009414	family	Protein of unknown function DUF1064
IPR009415	family	Omega-atracotoxin
IPR009416	family	ESAT-6-like protein, Mycobacterium
IPR009417	family	Rice tungro bacilliform virus P12
IPR009418	family	Protein of unknown function DUF1067
IPR009420	family	Flagellar protein FlhE
IPR009421	family	Maize streak virus, 21.7kDa
IPR009422	family	Gemin6
IPR009423	family	NADH:ubiquinone oxidoreductase, subunit b14.5b
IPR009424	family	Arabinogalactan protein 16/20/22/41
IPR009425	family	Single-strand annealing protein SAK3
IPR009426	family	Barley yellow dwarf virus (BYDV), Gp6
IPR009427	family	Uncharacterised conserved protein UCP020357
IPR009429	family	Baculovirus LEF-11
IPR009430	family	Gas vesicle protein GvpL/GvpF
IPR009431	family	Neuronal vesicle trafficking-associated protein
IPR009432	family	Protein of unknown function DUF1075
IPR009433	family	Filovirus membrane-associated VP24
IPR009434	family	Neuroendocrine secretory protein 55
IPR009436	family	Type-1 angiotensin II receptor-associated protein
IPR009437	family	Lamprin
IPR009438	family	Phytosulfokine
IPR009439	family	Red chlorophyll catabolite reductase
